created_at,id_str,text,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,hashtags,user_mentions,user_mentions_ids,user_id_str,user_screen_name,user_location,user_description,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_verified,created_at_dt,polarity
Fri Jul 23 20:40:30 +0000 2021,1418672391027412995,Man this is crazy. NBC Employee fired after hot mic incident at Olympics. #OlympicGames https://t.co/rgWKBaqxFD,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,8336,41218,False,False,False,en,OlympicGames,,,353422065,TimJDillon,"Los Angeles, CA",Stand up comic. CEO of Fake Business. Podcast: The Tim Dillon Show Insta:TimJDillon LIVE⬇️,412491,665,889,Fri Aug 12 01:43:48 +0000 2011,True,2021-07-23 20:40:30,-0.175
Fri Jul 23 23:07:58 +0000 2021,1418709503378345985,"This paragraph in the @BuzzFeedNews investigation into why fencer Alen Hadzic, who is under investigation for sexua… https://t.co/lq8h2RCBwS","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,4109,11630,False,False,False,en,,BuzzFeedNews,1020058453,177164432,kumaraishwarya,"Hartford, Connecticut","Feature writer/instructor. Writing @espn, sometimes @natgeo. Teaching @catapultstory, sometimes yoga. Editing @aaja Voices. Past @MedillSchool @iol 🇺🇸🇮🇳",5321,2985,82,Wed Aug 11 12:18:27 +0000 2010,True,2021-07-23 23:07:58,0.0
Fri Jul 23 23:30:53 +0000 2021,1418715270961500163,I could not be prouder of the incredible athletes representing @TeamUSA at the Olympics. Their determination and ha… https://t.co/URYhgiMUG0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3622,59747,False,False,,en,,TeamUSA,21870081,813286,BarackObama,"Washington, DC","Dad, husband, President, citizen.",129850645,590064,222842,Mon Mar 05 22:08:25 +0000 2007,True,2021-07-23 23:30:53,0.9
Sat Jul 24 01:30:12 +0000 2021,1418745297975447552,Retweet these Olympic medals for luck! #YourTeam #Tokyo2020 #Olympics https://t.co/LAzjTumPid,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,,,,,,,,False,5290,13587,False,False,False,en,YourTeam;Tokyo2020;Olympics,,,52422878,Olympics,,"#Olympics - Inspiring people through the Olympic values of friendship, respect, and excellence.",6360418,5003,12888,Tue Jun 30 15:23:29 +0000 2009,True,2021-07-24 01:30:12,0.0
Sat Jul 24 01:55:47 +0000 2021,1418751737217826817,"This tweet about my 7-11 adventures in Tokyo at the Olympics has been retweeted more than 3,300 times. 

Wild. Abso… https://t.co/nXj1jrftrN","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,3610,6787,False,False,False,en,,,,26347394,Devin_Heroux,"Toronto, Ontario",CBC News/Olympics Reporter. Based in Toronto. Born in Saskatoon. Cross-platform 🥌curling correspondent. Email: Devin.Heroux@cbc.ca,49953,2319,514,Tue Mar 24 22:53:21 +0000 2009,True,2021-07-24 01:55:47,0.3
Sat Jul 24 06:41:33 +0000 2021,1418823651416322058,Windy Cantika Aisah completes the podium in the #Weightlifting women's -49kg with a total score of 194. Congratulat… https://t.co/fXqWw4Zd6J,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,,,,,,,,False,9104,21034,False,False,False,en,Weightlifting,,,52422878,Olympics,,"#Olympics - Inspiring people through the Olympic values of friendship, respect, and excellence.",6360418,5003,12888,Tue Jun 30 15:23:29 +0000 2009,True,2021-07-24 06:41:33,0.0
Sat Jul 24 06:44:23 +0000 2021,1418824365353930756,"Ghazab.
Bhartiya Naari Sab par Bhaari.
#MirabaiChanu , remember the name.
Thank you for making us all proud… https://t.co/wWtmWHvRdC","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,4334,45695,False,False,False,en,MirabaiChanu,,,92724677,virendersehwag,India,"Proud Indian | For commercial queries, call my manager @AmritanshuGupta on +91 9873690935 | For @SehwagSchool , call +91 9711188700",22058703,137,8839,Thu Nov 26 10:00:40 +0000 2009,True,2021-07-24 06:44:23,0.0
Sat Jul 24 07:10:42 +0000 2021,1418830987320958976,"𝗠𝗜𝗥𝗔𝗕𝗔𝗜 𝗖𝗛𝗔𝗡𝗨!🥈👏🏻 🏋🏻‍♀️ 

Absolutely amazing display of weightlifting.

The way you have transformed yourself after… https://t.co/ATdXtQMes9","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,5385,61172,False,False,False,en,,,,135421739,sachin_rt,"ÜT: 18.986431,72.823769",Proud Indian,35756165,80,22501,Wed Apr 21 07:42:23 +0000 2010,True,2021-07-24 07:10:42,0.6000000000000001
Sat Jul 24 07:38:13 +0000 2021,1418837910225358852,Off to a flying start! Huge congratulations to #MirabaiChanu on winning the silver for weightlifting at the… https://t.co/GtsLIdCD7D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,10356,52658,False,False,False,en,MirabaiChanu,,,129786468,urstrulyMahesh,"Hyderabad, India",Actor in Indian Telugu Cinema,11568038,29,5118,Mon Apr 05 11:47:14 +0000 2010,True,2021-07-24 07:38:13,0.45000000000000007
Sat Jul 24 09:11:51 +0000 2021,1418861475943309315,"Mirabai Chanu who has won 1st medal for India in Olympics, is devotee of Lord Shiv &amp; Lord Hanuman. Some media repor… https://t.co/A18cP59zs2","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,5410,26143,False,False,,en,,,,318673863,AskAnshul,India,| News Junkie | Politics | Foreign Affairs | National Security | Observer & Analyst | i tweet informative facts and opinions | https://t.co/3Oprgd1EzC,810637,460,717,Thu Jun 16 21:26:09 +0000 2011,True,2021-07-24 09:11:51,0.0
Sat Jul 24 13:24:18 +0000 2021,1418925004910104586,"This will never get old!

🏅 #tha #Olympics https://t.co/twZ7ikg38R","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,4404,3282,False,False,False,en,tha;Olympics,,,1201730863035142144,ThaiEnquirer,Thailand,"Commentary, criticisms and news from a Thai perspective. Qui plume a, guerre a. || Tips and thoughts: contact@thaienquirer.com",68695,223,397,Tue Dec 03 05:12:27 +0000 2019,True,2021-07-24 13:24:18,0.125
Sat Jul 24 13:42:16 +0000 2021,1418929526432751621,"#Bronze Rio 2016
#Gold #Tokyo2020

Panipak Wongpattanakit wins #gold for #THA in the women’s -49kg #Taekwondo event… https://t.co/633tgReMkG","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,,,,,,,,False,5914,3998,False,False,False,en,Bronze;Gold;Tokyo2020;gold;THA;Taekwondo,,,52422878,Olympics,,"#Olympics - Inspiring people through the Olympic values of friendship, respect, and excellence.",6360418,5003,12888,Tue Jun 30 15:23:29 +0000 2009,True,2021-07-24 13:42:16,0.3
Sat Jul 24 13:55:24 +0000 2021,1418932832106389507,17-10 Win! So proud of you @usab3x3! #Olympics https://t.co/81S8uFfBpr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,2002,21610,False,False,False,en,Olympics,usab3x3,3031775274,1349154719386775552,FLOTUS,,First Lady of the United States Jill Biden. Community college educator. Military mother. Grandmother. Wife of @POTUS.,3164211,4,3966,Wed Jan 13 00:57:47 +0000 2021,True,2021-07-24 13:55:24,1.0
Sat Jul 24 19:55:58 +0000 2021,1419023570437554190,"BREAKING: USA wins no medals to open Summer Olympics, first time since 1972

We used to send our best.... #EndOfTheLesson","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2211,9948,False,False,,en,EndOfTheLesson,,,282695161,WayneDupreeShow,USAF Desert Storm/Shield Vet,Official Acct for https://t.co/zPDNB46GAa; Podcast App 👉🏽 https://t.co/P87APUdnkb,428865,13101,2124,Fri Apr 15 18:32:32 +0000 2011,True,2021-07-24 19:55:58,0.3875
Sat Jul 24 23:29:52 +0000 2021,1419077403771555842,Just found out hosting the Olympics cost 12 billion dollars….. https://t.co/AY71UUF7u8,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,4154,64327,False,False,False,en,,,,3101758602,itskeyon,"Louisiana, USA",20. avi by @shiginope! https://t.co/cdGez3yhti // follow my film review account @keyonreviews my backup @itskeyon2 (he/they) biz 📧: elkins_keyon@yahoo.com,368548,920,300,Sat Mar 21 15:42:45 +0000 2015,True,2021-07-24 23:29:52,0.0
Sat Jul 24 23:59:43 +0000 2021,1419084915816214529,"Even though the Olympics just started, take a leap onto the couch and watch Svengoolie. #svengoolie #TheBlackCat https://t.co/GdfOKoONZM","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,"{'id': '3b98b02fba3f9753', 'url': 'https://api.twitter.com/1.1/geo/id/3b98b02fba3f9753.json', 'place_type': 'admin', 'name': 'North Carolina', 'full_name': 'North Carolina, USA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-84.3219475, 33.752879], [-75.40012, 33.752879], [-75.40012, 36.588118], [-84.3219475, 36.588118]]]}, 'attributes': {}}",,False,0,0,False,False,False,en,svengoolie;TheBlackCat,,,81985478,bloodybeautymfx,"Wilmington, NC","Working as a Make Up Artist for film, tv, and all points in between.",484,627,17,Tue Oct 13 01:59:53 +0000 2009,False,2021-07-24 23:59:43,0.0
Sat Jul 24 23:59:43 +0000 2021,1419084916084461572,"The Tokyo Olympics should be abandoned because drug abuse is rife.

It became immediately obvious at the opening ce… https://t.co/NTwJb6dNti","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>",,,,,,,,,,False,0,0,False,False,,en,,,,832240213,SarcasmLiving,,"SECURITY NOTICE 
THIS USER MAY USE SARCASM AND CYNICISM IN A WAY YOU ARE NOT ACCUSTOMED TO. YOU MIGHT SUFFER SEVERE MENTAL DAMAGE!",2649,4999,48,Wed Sep 19 01:04:38 +0000 2012,False,2021-07-24 23:59:43,0.0
Sat Jul 24 23:59:43 +0000 2021,1419084914515800065,"RT @senpaisauces: Haikyuu!! theme song played during Olympics!
https://t.co/A1VI9gGEX7","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,5958,0,False,False,False,en,,senpaisauces,1189416269562417153,1281214411122720768,ValeHrieey,,books and thrills☕️,32,60,0,Thu Jul 09 13:12:29 +0000 2020,False,2021-07-24 23:59:43,0.0
Sat Jul 24 23:59:43 +0000 2021,1419084914629124097,"RT @AskAnshul: Mirabai Chanu has won the first medal for India at Olympics and that's a silver medal in weightlifting. Yeahhhh, India...Ind…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2830,0,False,False,,en,,AskAnshul,318673863,1158337376999137281,drawings_art_,"New Delhi, India","Every art is a different form of therapy 👌
♐",53,194,0,Mon Aug 05 11:22:06 +0000 2019,False,2021-07-24 23:59:43,0.25
Sat Jul 24 23:59:43 +0000 2021,1419084915463819264,RT @tobihishou: treating the olympics like it's haikyuu season 5,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,4925,0,False,False,,en,,tobihishou,1346851110347128836,981031890219077632,furuchota,TG | HK!!! | Noragami | GK,tension boogie woogie | 23♒| tired | animanga&animalitos | tomo cafe para no desmayarme | mucho rt | esp/eng | touka es religion,114,731,0,Tue Apr 03 04:53:24 +0000 2018,False,2021-07-24 23:59:43,0.0
Sat Jul 24 23:59:43 +0000 2021,1419084915593908230,"lol skateboarding in the olympics is awesome. of course I want USA to do well, but overall it doesnt matter. this i… https://t.co/Wv2Tiwtvrx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,4,False,False,,en,,,,128885947,bummerflip,"Iowa, USA",nosotros papayas,261,948,2,Fri Apr 02 14:05:05 +0000 2010,False,2021-07-24 23:59:43,0.6
Sat Jul 24 23:59:44 +0000 2021,1419084920186679296,Ayyye 5sos recognized they were played at the olympics lmao,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,,en,,,,1364779655090360320,livistireddd,she/her 18,yOUre NeVER goNnA MAke It,542,535,3,Thu Feb 25 03:30:14 +0000 2021,False,2021-07-24 23:59:44,0.6
Sat Jul 24 23:59:44 +0000 2021,1419084919616282625,RT @lukescurlsgf: 5sos went from performing for their moms to having their song played at the olympics and i couldn't be prouder,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,125,0,False,False,,en,,lukescurlsgf,1344412920227246080,1396581272357584896,xhttpsjazzx,she/her • pisces • uruwhy,piscis como el yastin 😚,32,76,1,Sun May 23 21:38:37 +0000 2021,False,2021-07-24 23:59:44,0.0
Sat Jul 24 23:59:44 +0000 2021,1419084918223605769,"RT @Olympics: Yang Yung Wei of #TPE takes #silver in the #judo men’s -60 kg event on his Olympic debut.

#StrongerTogether | @tokyo2020 | @…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1969,0,False,False,,en,TPE;silver;judo;StrongerTogether,Olympics;Tokyo2020,52422878;2249745696,1426769911,atrodorsus,"sj, ca","gaslight, goalkeep, girlboss • conrad they/them • sharks fan, sorry",1229,256,30,Tue May 14 01:21:31 +0000 2013,False,2021-07-24 23:59:44,0.0
Sat Jul 24 23:59:44 +0000 2021,1419084917661741057,I just finished the new google doodle game for the olympics and it’s really really good - I thought it was maybe a… https://t.co/TuxUbxwIyx,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,2,False,False,,en,,,,1046447521957105666,Stella_Veles,,"Maths/IT/crypto person.
For the fashion and food go to @stella_veles on Instagram 🎃",93,109,1,Sun Sep 30 17:11:46 +0000 2018,False,2021-07-24 23:59:44,0.14545454545454542
Sat Jul 24 23:59:44 +0000 2021,1419084917028401156,"Just found out skateboarding is in the Olympics now, I think that’s super cool ^^","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,,,,424530305,Chasing_The_Cat,"England, United Kingdom","My stripes might look similar but trust me, I’m limited edition! 25. Formally known as Dueclaw. 🏳️‍🌈🐯🇬🇧🔬",2074,971,15,Tue Nov 29 21:52:27 +0000 2011,False,2021-07-24 23:59:44,0.3416666666666667
Sat Jul 24 23:59:44 +0000 2021,1419084916663455754,"@jeffreykeese Stay for the movies, leave for the Olympics","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.4190825679412306e+18,1419082567941230594,84959679.0,84959679,jeffreykeese,,,,,False,0,1,False,False,,en,,jeffreykeese,84959679,57150180,SECblog,"Houston, TX","SEC. CFB, movies, news, and multiple other things. Yankees fan. Idealist. Liberal. Church. I hate your team. ❤️#MASKUP #TeamPfizer",1747,4756,75,Wed Jul 15 21:57:40 +0000 2009,False,2021-07-24 23:59:44,0.0
Sat Jul 24 23:59:45 +0000 2021,1419084921600057347,@SteeleWars What kind of device are you watching on? Roku has an entire separate NBC olympics app for full coverage!,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.4190806552168612e+18,1419080655216861186,2582558798.0,2582558798,SteeleWars,,,,,False,0,2,False,False,,en,,SteeleWars,2582558798,52820170,MabIsTink,"San Francisco, CA","Mab. 5'0. writer, photog, creator, lover. Editor-In-Chief for @AggressiveComix, News Editor for @NerdbotMedia. Creator of @HKFActual. TinyButMighty",1502,1340,65,Wed Jul 01 19:15:43 +0000 2009,False,2021-07-24 23:59:45,0.3458333333333334
Sat Jul 24 23:59:45 +0000 2021,1419084921503617026,Just. Can't. Wrestling was sacrificed for this nonsense. https://t.co/tgBozpBTOz,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,1,25,False,False,False,en,,,,33258060,Huskermat,"ÜT: 41.226885,-96.039979","Wrestling Analyst, Superfan and Historian. Author of Matsider on Amazon. NSWCA Hall of Fame. Rokfin Affiliated. DM open. Check out @NENextt for football",9203,537,37,Sun Apr 19 17:38:26 +0000 2009,False,2021-07-24 23:59:45,0.0
Sat Jul 24 23:59:45 +0000 2021,1419084923558838276,"UPDATE 2-Tokyo Olympics opening drew 16.7 mln U.S. TV viewers, a 33-year low $ZEUS https://t.co/zLNak8Ct4W","<a href=""https://newsfilter.io"" rel=""nofollow"">Newsfilter.io</a>",,,,,,,,,,False,0,0,False,False,False,en,,,,1134049078424162304,newsfilterio,"New York, NY","Run by investors, for investors.

Real-time:
PRs
Gov. contract awards
Earnings
M&As
FDA approvals
Insider trades
SEC filings
And more

Not investment advice",15779,181,285,Thu May 30 10:49:04 +0000 2019,False,2021-07-24 23:59:45,0.0
Sat Jul 24 23:59:45 +0000 2021,1419084922376032265,"RT @Rehan_Pal98: Against all odds, Team #Palestine made it to #Tokyo2020! 

Good luck at the Olympics, we're proud of you all! https://t.co…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,35,0,False,False,,en,Palestine;Tokyo2020,Rehan_Pal98,2297688660,78135684,Tenji95,Amerikkka (Talwa-Posa),"A 25-year-old Yoshi who is simply here. Black, Naija American, and hoping to have an alright time. ⚒️ ML ♎
Header by @lemonjellyhats",2237,2574,233,Mon Sep 28 22:06:18 +0000 2009,False,2021-07-24 23:59:45,0.85
Sat Jul 24 23:59:46 +0000 2021,1419084928461901825,"Soooo… how do the HORSES get to Tokyo? 

Boat, I assume? Or are there horse planes? 🤔 
#Equestrian #Olympics","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,,en,Equestrian;Olympics,,,316111253,SantaInc,"North Pole/Los Angeles, CA","President & CEO of North Pole Industries. I've been in your house, though we've never met. 🎄",8355,293,28,Sun Jun 12 23:34:59 +0000 2011,False,2021-07-24 23:59:46,0.0
Sat Jul 24 23:59:46 +0000 2021,1419084924619943940,"RT @ISAsurfing: The inaugural Olympic Surfing heat win goes to ISA Gold medalist and WSL World Champion, 🇧🇷's Italo Ferreira ! Will he ride…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,39,0,False,False,,en,,ISAsurfing,117251842,1008745859717222401,jesusrockz1133,"Florida, USA",Eddie Wolfe’s Girl ❤️😍💍                      I LOVE EVERYONE AND EVERYTHING!! #CHRISTIAN #SWIFTIE #SWIFTLET #LOVATIC ❤️❤️😍😍,698,4994,0,Mon Jun 18 16:18:49 +0000 2018,False,2021-07-24 23:59:46,1.0
Sat Jul 24 23:59:46 +0000 2021,1419084925077176322,"Yesssssssss just turned on the @Olympics absolutely love the Olympics, athletes dedicating 4 years of their life to… https://t.co/8FLPc2gXeo","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,12,False,False,,en,,Olympics,52422878,59848798,RichardMathers,United Kingdom,"“If nothing changes, nothing changes”| Used to play a bit 🏉|Now aspiring Ironman | Views are my own ✌🏻",24682,1429,155,Fri Jul 24 18:16:30 +0000 2009,True,2021-07-24 23:59:46,0.5
Sat Jul 24 23:59:46 +0000 2021,1419084926956314628,"@usmissionuganda @Olympics @Official_UOC @NCSUganda1 @Educ_SportsUg @Tokyo2020 Uganda🇺🇬is not safe for anyone, Cond… https://t.co/RJtD1xr6pO","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.4186576161762386e+18,1418657616176238592,197341208.0,197341208,usmissionuganda,,,,,False,1,1,False,False,True,en,,usmissionuganda;Olympics;Official_UOC;NCSUganda1;Educ_SportsUg;Tokyo2020,197341208;52422878;2799460819;770521045535195136;842687044342218754;2249745696,1405236430021050373,JamirahSemakula,,With Allah everything is possible,66,120,0,Wed Jun 16 18:51:14 +0000 2021,False,2021-07-24 23:59:46,-0.25
Sat Jul 24 23:59:46 +0000 2021,1419084928046751746,"RT @rabieh_9: His name is Fethi Nourine. An Algerian judoka. Today, he withdrew from the Olympics after finding out he has a match against…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,10754,0,False,False,,en,,rabieh_9,1105311471616098304,2310963246,lwjmix,they/them,"princess, don’t ever leave me!",170,171,22,Sun Jan 26 01:08:22 +0000 2014,False,2021-07-24 23:59:46,0.0
Sat Jul 24 23:59:46 +0000 2021,1419084928155750405,@ISAsurfing @FernandoAguerre @italoferreira @cbsurf_oficial @Olympics @Tokyo2020 There’s no fucking way that’s the… https://t.co/xjyHg1lHZw,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.4190753965956424e+18,1419075396595642368,117251842.0,117251842,ISAsurfing,,,,,False,0,1,False,False,,en,,ISAsurfing;FernandoAguerre;italoferreira;cbsurf_oficial;Olympics;Tokyo2020,117251842;314402271;796925683763212288;1134207617457430528;52422878;2249745696,1242590604887900160,artsetsufree,94.5% immunity ,I’m one of the very first people to be vaccinated in the Moderna COVID trials. I did it to save lives and get back to normal. Let’s do this!!!! 💉🐀 🌊 #resist,2790,3836,5,Tue Mar 24 23:14:35 +0000 2020,False,2021-07-24 23:59:46,0.3
Sat Jul 24 23:59:47 +0000 2021,1419084930987008001,"RT @worldarchery: 🥇 🇰🇷 Korea
🥈 🇳🇱 Netherlands
🥉 🇲🇽 Mexico

The first-ever #archery mixed team podium at the @Olympics!

#ArcheryatTokyo htt…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,724,0,False,False,,en,archery;ArcheryatTokyo,worldarchery;Olympics,91588813;52422878,123471623,BolitadeLobo,,,210,414,4,Tue Mar 16 05:49:54 +0000 2010,False,2021-07-24 23:59:47,0.0
Sat Jul 24 23:59:47 +0000 2021,1419084929103761415,Nyjah and Jagger bout to go off 🥇 #Olympics,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,,en,Olympics,,,198534385,The_DarKo_Side,In The Sky ✈,"Baby, Im A Wanderer 💕
Half Ghoul 😈",248,216,2,Mon Oct 04 15:33:51 +0000 2010,False,2021-07-24 23:59:47,0.0
Sat Jul 24 23:59:47 +0000 2021,1419084929829195777,RT @Bonbeacher: My community service post for a frantic day on the couch #Olympics #AFL #racing https://t.co/3IU4fhmHNF,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,12,0,False,False,False,en,Olympics;AFL;racing,Bonbeacher,3223890902,24512711,youhave2befree,,"Before you can fly you have to be free. Moderate. Believes in personal freedom, social justice and democracy. #GoDons",1015,1631,34,Sun Mar 15 11:41:48 +0000 2009,False,2021-07-24 23:59:47,0.0
Sat Jul 24 23:59:47 +0000 2021,1419084929984471045,"RT @BuzzFeedNews: “He should have not even had the opportunity to try to make the Olympic team,” one Olympic fencer said. “And now we have…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,139,0,False,False,,en,,BuzzFeedNews,1020058453,68582076,ReEn_HOtteST,Malaysia,"🐻💚  #KTBFFH #CFC An Ailurophile
~A Nameless Traveler~
~Cubs~",600,768,34,Tue Aug 25 02:21:29 +0000 2009,False,2021-07-24 23:59:47,0.0
Sat Jul 24 23:59:47 +0000 2021,1419084929158287363,"RT @cthbestyears: youngblood &amp; woke up in japan both playing at the olympics, so true, 5SOS world domination","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,143,0,False,False,,en,,cthbestyears,148122742,1226797918981677056,cashtonismyluvr,,tiktok: wh0reforashtonirwin420 MINOR!!!! (she/her) stream starting line & motion ♥︎ anti = all ships,40,159,0,Mon Feb 10 09:20:09 +0000 2020,False,2021-07-24 23:59:47,0.35
Sat Jul 24 23:59:47 +0000 2021,1419084932811460608,RT @azraahendricks3: i cannot believe they’re wearing veldskoene to the olympics 😭,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,4,0,False,False,,en,,azraahendricks3,1367074171239415808,448358708,Raqzi10,,♥...Be your own kind of beautiful...♥,1080,1491,5,Tue Dec 27 22:36:15 +0000 2011,False,2021-07-24 23:59:47,0.0
Sat Jul 24 23:59:47 +0000 2021,1419084931741806595,"RT @Olympics: Human pictograms don't do days off. 

#Tokyo2020 #OpeningCeremony https://t.co/kDUHI8eLfj","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,5250,0,False,False,False,en,Tokyo2020;OpeningCeremony,Olympics,52422878,80478478,kazuyukey1221,三重県津市,元和歌山、三重県在住のオッサン。 住む場所が変わっても生産性の無いことばかりつぶやいてます。 愛車はゴルフオールトラック＆XSR700 、カメラはEOS6DとEOS R。,119,136,7,Wed Oct 07 03:12:39 +0000 2009,False,2021-07-24 23:59:47,0.0
Sat Jul 24 23:59:48 +0000 2021,1419084935944622083,"RT @InsideGym: We're just about an hour away from Women's Qualifications! Here are 10 athletes we can't wait to see!
#Olympics
#TokyoOlympi…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,9,0,False,False,,en,Olympics,InsideGym,29296901,253868844,cathymoore2,United States,"Photographer -- old man & young girl date, they decide to marry: it's their business -they want great wedding photographs: it's MY BUSINESS!",233,905,6,Fri Feb 18 03:54:33 +0000 2011,False,2021-07-24 23:59:48,0.0
Sat Jul 24 23:59:48 +0000 2021,1419084935713988618,"I have to say, considering the combos I got in Tony Hawks Pro Skater 2, these #Olympics  skateboarding tricks are alright.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,,en,Olympics,,,35310549,BethanneTarpley,,Co-host of @shewillrockupod. I will tweet when necessary.,192,360,1,Sat Apr 25 21:06:02 +0000 2009,False,2021-07-24 23:59:48,0.0
Sat Jul 24 23:59:48 +0000 2021,1419084935382675459,Olympics 2020 night 2 livestream #Tokyo2020 https://t.co/Xo5y1xabSp,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,False,0,0,False,False,True,en,Tokyo2020,,,966678955091812352,Dmonster38,,,52,793,0,Thu Feb 22 14:19:57 +0000 2018,False,2021-07-24 23:59:48,0.0
Sat Jul 24 23:59:48 +0000 2021,1419084933826596866,RT @TimJDillon: Man this is crazy. NBC Employee fired after hot mic incident at Olympics. #OlympicGames https://t.co/rgWKBaqxFD,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,8336,0,False,False,False,en,OlympicGames,TimJDillon,353422065,1236375211873878022,Grayorbs,Among the stars.,"He who exercises government by means of his virtue may be compared to the north polar star, which keeps its place and all the stars turn towards it.
Confucius",113,202,1,Sat Mar 07 19:36:52 +0000 2020,False,2021-07-24 23:59:48,-0.175
